   MB       Rsize        avg              max                  min
  10.0  8.388608E7  577.0172961267566  753.7941063846697  300.66631199872205
  10.0  8.388608E7  574.9399068823599  749.443947200591  308.4626139438207
  10.0  8.388608E7  575.2807101844912  749.065115078111  311.1760123860709
  10.0  8.388608E7  574.0879284108518  750.9882574912446  295.4142936109672
  10.0  8.388608E7  571.4146388599601  749.3095714961123  295.5752422325657
  10.0  8.388608E7  587.2501239013162  756.0970502147247  343.0915870055596
  10.0  8.388608E7  577.6433825289118  750.8933393726627  317.7652106148152
  10.0  8.388608E7  578.0511317220147  746.8160303382439  334.56833601024226
  10.0  8.388608E7  570.8837111825694  747.1613985193694  294.9296813836161
  10.0  8.388608E7  579.6251225359565  754.312910748893  310.66620391643147
  10.0  8.388608E7  575.7231961313581  750.3760615278096  309.5160799703039
  10.0  8.388608E7  582.177213674878  750.6298859724994  336.4081256764267
  10.0  8.388608E7  571.8994565617553  743.1545313412602  318.91280011095847
  10.0  8.388608E7  582.3678132351555  754.4134891017645  322.1238816537556
  10.0  8.388608E7  580.7273424689037  753.6370864467702  324.2525242228222
  10.0  8.388608E7  576.0070133283403  740.0938087819331  360.21862408131545
  10.0  8.388608E7  582.1267803950501  755.3117673104451  321.177230046253
  10.0  8.388608E7  582.242395288712  756.1203020390265  318.7536462941705
  10.0  8.388608E7  575.3233196313067  751.5985609321593  300.8196703122672
  10.0  8.388608E7  589.6946457293178  760.5534518964325  337.75238733026595
  10.0  8.388608E7  584.7881313856074  753.6460593231061  343.6973647190799
  10.0  8.388608E7  575.708377624705  751.256560573638  305.93152096564046
  10.0  8.388608E7  573.9474677723981  751.0380381985416  295.69997911988105
  10.0  8.388608E7  567.0801455741819  741.0552564230554  303.22801402866327
  10.0  8.388608E7  577.2399150774633  748.2353885183079  330.43378164792176
  10.0  8.388608E7  585.888718260255  754.154815638313  344.33562729132063
  10.0  8.388608E7  577.5781900826626  750.285164106563  316.1909399143178
  10.0  8.388608E7  576.0361021230937  749.9465625290295  311.1818635789989
  10.0  8.388608E7  579.7173748153374  754.7864397298545  309.4702376425848
  10.0  8.388608E7  578.3230699354432  750.5080932715329  325.5658491159801
  10.0  8.388608E7  575.8049682651499  747.3317720313883  317.7056525327735
  10.0  8.388608E7  587.2278777980218  756.0125030522272  346.3991969337491
  10.0  8.388608E7  571.330410749055  742.210973623953  318.7221625648893
  10.0  8.388608E7  577.1722774025061  742.4442045553353  353.61083017264133
  10.0  8.388608E7  581.8529045795009  756.3155228721063  316.0656594357464
  10.0  8.388608E7  574.8345763673937  747.5882366239705  314.85083667283277
  10.0  8.388608E7  576.6536475694631  752.6476834174458  303.8808265626449
  10.0  8.388608E7  566.5067654136913  746.4767974648169  279.36318440733794
  10.0  8.388608E7  574.8371028734751  742.0513736133778  340.6083491561105
  10.0  8.388608E7  591.809472516875  761.9817694819461  343.77676605732756
  10.0  8.388608E7  583.2891209051797  755.0406315687864  326.7651105616294
  10.0  8.388608E7  573.5889822752464  748.5936929254251  306.67924204609204
  10.0  8.388608E7  577.4200885328526  749.8356356243651  319.2549133803229
  10.0  8.388608E7  577.7080391715738  751.5029323567954  313.3644632943286
  10.0  8.388608E7  584.2488852235717  752.3422488343134  345.09927015803805
  10.0  8.388608E7  579.9081239443137  750.1080191804147  330.1161754359282
